instance_id,tree_type,area_pixels,bbox_x,bbox_y,bbox_x2,bbox_y2,bbox_width,bbox_height,centroid_x,centroid_y
38,Tree - jenis belum teridentifikasi,311,1453,443,1470,467,18,25,1462.26,456.14
39,Tree - jenis belum teridentifikasi,8063,655,416,751,524,97,109,702.8,470.92
40,Tree - jenis belum teridentifikasi,59,1339,500,1347,509,9,10,1342.66,504.15
41,Tree - jenis belum teridentifikasi,35,1397,505,1402,511,6,7,1399.69,508.51
42,Tree - jenis belum teridentifikasi,40,1397,516,1403,521,7,6,1400.0,518.62
43,Tree - jenis belum teridentifikasi,52,1413,534,1422,540,10,7,1417.71,537.25
44,Tree - jenis belum teridentifikasi,746,1504,525,1531,557,28,33,1517.36,542.37
45,Tree - jenis belum teridentifikasi,560,1528,534,1554,561,27,28,1541.05,549.43
46,Tree - jenis belum teridentifikasi,1332,1502,558,1553,597,52,40,1530.59,575.43
47,Tree - jenis belum teridentifikasi,850,1635,568,1674,607,40,40,1653.81,591.67
48,Tree - jenis belum teridentifikasi,312,1705,589,1726,614,22,26,1715.32,602.58
49,Tree - jenis belum teridentifikasi,755,1657,600,1705,630,49,31,1685.72,615.97
50,Tree - jenis belum teridentifikasi,117,1636,616,1647,630,12,15,1642.42,621.99
51,Tree - jenis belum teridentifikasi,24,1465,634,1470,638,6,5,1467.29,636.17
52,Tree - jenis belum teridentifikasi,145,1675,631,1686,653,12,23,1680.51,641.7
53,Tree - jenis belum teridentifikasi,117,1788,637,1802,647,15,11,1795.26,642.61
54,Tree - jenis belum teridentifikasi,137,884,640,895,655,12,16,890.61,646.62
55,Tree - jenis belum teridentifikasi,264,1743,640,1769,659,27,20,1757.37,649.94
56,Tree - jenis belum teridentifikasi,99,1481,660,1491,672,11,13,1486.24,665.11
57,Tree - jenis belum teridentifikasi,113,886,656,895,671,10,16,891.7,664.58
58,Tree - jenis belum teridentifikasi,163,1790,658,1804,676,15,19,1796.33,667.55
59,Tree - jenis belum teridentifikasi,120,877,681,895,691,19,11,886.07,686.42
60,Tree - jenis belum teridentifikasi,148,1720,685,1741,696,22,12,1731.59,689.99
61,Tree - jenis belum teridentifikasi,88,852,697,872,703,21,7,861.85,699.99
62,Tree - jenis belum teridentifikasi,200,1572,694,1590,707,19,14,1581.94,700.69
63,Tree - jenis belum teridentifikasi,42,887,710,895,717,9,8,889.93,713.6
64,Tree - jenis belum teridentifikasi,119,874,720,884,734,11,15,878.89,727.27
65,Tree - jenis belum teridentifikasi,1131,1562,707,1615,761,54,55,1587.85,734.27
66,Tree - jenis belum teridentifikasi,250,630,713,651,741,22,29,641.62,727.56
67,Tree - jenis belum teridentifikasi,48,890,727,895,737,6,11,893.19,732.38
68,Tree - jenis belum teridentifikasi,44,891,738,895,747,5,10,893.25,742.34
69,Tree - jenis belum teridentifikasi,82,889,750,895,763,7,14,892.37,756.74
70,Tree - jenis belum teridentifikasi,28,1622,756,1630,760,9,5,1626.04,757.64
71,Tree - jenis belum teridentifikasi,41,996,768,1002,774,7,7,998.98,770.93
72,Tree - jenis belum teridentifikasi,26,1623,768,1629,772,7,5,1625.88,769.42
73,Tree - jenis belum teridentifikasi,53,1022,768,1031,774,10,7,1026.79,770.34
74,Tree - jenis belum teridentifikasi,229,921,768,937,785,17,18,929.67,775.21
75,Tree - jenis belum teridentifikasi,65,960,768,966,778,7,11,963.03,773.51
76,Tree - jenis belum teridentifikasi,63,944,777,956,787,13,11,948.35,782.94
77,Tree - jenis belum teridentifikasi,23,977,793,982,797,6,5,979.39,795.04
78,Tree - jenis belum teridentifikasi,53,674,795,685,800,12,6,679.89,797.51
79,Tree - jenis belum teridentifikasi,81,1798,793,1808,804,11,12,1803.01,798.77
80,Tree - jenis belum teridentifikasi,98,1004,796,1017,811,14,16,1010.12,803.45
81,Tree - jenis belum teridentifikasi,79,1138,804,1148,814,11,11,1143.46,809.46
82,Tree - jenis belum teridentifikasi,62,667,807,677,816,11,10,672.08,811.56
83,Tree - jenis belum teridentifikasi,31,987,809,991,817,5,9,989.29,813.29
84,Tree - jenis belum teridentifikasi,23,673,827,679,831,7,5,675.61,828.96
85,Tree - jenis belum teridentifikasi,182,680,815,698,842,19,28,690.55,829.15
86,Tree - jenis belum teridentifikasi,92,693,847,703,858,11,12,697.9,852.22
87,Tree - jenis belum teridentifikasi,134,678,854,693,866,16,13,686.34,859.97
88,Tree - jenis belum teridentifikasi,172,693,862,710,877,18,16,702.46,869.33
89,Tree - jenis belum teridentifikasi,138,1937,888,1954,895,18,8,1945.6,891.64
90,Tree - jenis belum teridentifikasi,34,695,897,701,902,7,6,698.18,899.29
91,Tree - jenis belum teridentifikasi,284,1926,901,1945,927,20,27,1933.77,913.46
92,Tree - jenis belum teridentifikasi,198,340,917,360,930,21,14,351.66,922.98
93,Tree - jenis belum teridentifikasi,143,1914,928,1927,943,14,16,1919.98,934.92
94,Tree - jenis belum teridentifikasi,175,921,932,940,946,20,15,929.04,940.42
95,Tree - jenis belum teridentifikasi,42,400,944,406,950,7,7,403.0,947.31
96,Tree - jenis belum teridentifikasi,70,1969,951,1978,959,10,9,1973.26,955.21
97,Tree - jenis belum teridentifikasi,59,957,953,967,960,11,8,961.53,956.25
98,Tree - jenis belum teridentifikasi,66,1872,950,1880,961,9,12,1877.23,955.71
99,Tree - jenis belum teridentifikasi,23,2011,960,2016,965,6,6,2013.43,962.57
100,Tree - jenis belum teridentifikasi,90,905,960,916,970,12,11,910.23,965.71
101,Tree - jenis belum teridentifikasi,79,384,967,390,980,7,14,386.52,973.63
102,Tree - jenis belum teridentifikasi,119,414,968,430,984,17,17,422.96,977.49
103,Tree - jenis belum teridentifikasi,279,902,970,923,992,22,23,910.59,980.11
104,Tree - jenis belum teridentifikasi,183,2016,970,2037,990,22,21,2023.27,978.27
105,Tree - jenis belum teridentifikasi,53,1965,979,1974,990,10,12,1969.23,984.04
106,Tree - jenis belum teridentifikasi,95,2031,979,2042,989,12,11,2035.48,984.85
107,Tree - jenis belum teridentifikasi,231,431,967,446,995,16,29,437.26,982.27
108,Tree - jenis belum teridentifikasi,87,1986,983,1996,992,11,10,1990.87,987.52
109,Tree - jenis belum teridentifikasi,2874,1389,969,1454,1029,66,61,1422.28,997.15
110,Tree - jenis belum teridentifikasi,49,1831,993,1838,1001,8,9,1835.39,996.43
111,Tree - jenis belum teridentifikasi,91,384,994,393,1005,10,12,387.73,999.37
112,Tree - jenis belum teridentifikasi,217,2009,992,2023,1015,15,24,2015.14,1004.02
113,Tree - jenis belum teridentifikasi,249,881,992,899,1012,19,21,889.45,1002.07
114,Tree - jenis belum teridentifikasi,65,445,999,455,1007,11,9,449.94,1003.37
115,Tree - jenis belum teridentifikasi,67,432,996,438,1008,7,13,434.48,1003.22
116,Tree - jenis belum teridentifikasi,25,1017,1007,1022,1011,6,5,1019.68,1009.24
117,Tree - jenis belum teridentifikasi,33,1826,1009,1833,1015,8,7,1829.09,1011.21
118,Tree - jenis belum teridentifikasi,72,384,1006,390,1022,7,17,385.9,1013.04
119,Tree - jenis belum teridentifikasi,144,883,1011,895,1022,13,12,889.48,1016.4
120,Tree - jenis belum teridentifikasi,140,442,1014,458,1026,17,13,450.91,1019.63
121,Tree - jenis belum teridentifikasi,110,358,1022,370,1039,13,18,362.62,1029.85
122,Tree - jenis belum teridentifikasi,64,942,1025,953,1033,12,9,947.28,1028.78
123,Tree - jenis belum teridentifikasi,100,388,1023,399,1036,12,14,393.99,1029.99
124,Tree - jenis belum teridentifikasi,381,875,1023,895,1045,21,23,886.69,1034.32
125,Tree - jenis belum teridentifikasi,380,848,1032,876,1063,29,32,863.15,1047.22
126,Tree - jenis belum teridentifikasi,516,441,1033,468,1069,28,37,455.67,1050.66
127,Tree - jenis belum teridentifikasi,93,2021,1044,2031,1055,11,12,2025.72,1049.87
128,Tree - jenis belum teridentifikasi,204,880,1046,895,1059,16,14,888.14,1052.83
129,Tree - jenis belum teridentifikasi,163,1625,1049,1643,1062,19,14,1634.95,1055.71
130,Tree - jenis belum teridentifikasi,173,935,1050,957,1065,23,16,947.62,1057.4
131,Tree - jenis belum teridentifikasi,88,384,1049,392,1063,9,15,386.78,1056.53
132,Tree - jenis belum teridentifikasi,219,880,1060,895,1073,16,14,887.64,1066.36
133,Tree - jenis belum teridentifikasi,171,396,1059,411,1077,16,19,402.82,1068.54
134,Tree - jenis belum teridentifikasi,60,924,1064,934,1070,11,7,929.6,1067.1
135,Tree - jenis belum teridentifikasi,176,1603,1062,1619,1076,17,15,1611.22,1068.53
136,Tree - jenis belum teridentifikasi,42,2016,1064,2022,1070,7,7,2019.12,1067.33
137,Tree - jenis belum teridentifikasi,938,546,1055,589,1087,44,33,567.25,1070.02
138,Tree - jenis belum teridentifikasi,39,384,1071,392,1076,9,6,387.44,1073.62
139,Tree - jenis belum teridentifikasi,22,444,1077,449,1081,6,5,446.36,1078.68
140,Tree - jenis belum teridentifikasi,29,2033,1078,2038,1083,6,6,2035.76,1080.48
141,Tree - jenis belum teridentifikasi,412,1730,1066,1757,1089,28,24,1743.92,1077.07
142,Tree - jenis belum teridentifikasi,220,1758,1077,1777,1090,20,14,1766.9,1082.73
143,Tree - jenis belum teridentifikasi,415,878,1074,897,1102,20,29,888.02,1086.39
144,Tree - jenis belum teridentifikasi,197,455,1076,470,1094,16,19,462.2,1084.44
145,Tree - jenis belum teridentifikasi,294,768,1074,784,1095,17,22,774.54,1085.12
146,Tree - jenis belum teridentifikasi,633,1529,1071,1572,1103,44,33,1553.01,1085.71
147,Tree - jenis belum teridentifikasi,33,1576,1092,1583,1098,8,7,1579.91,1095.42
148,Tree - jenis belum teridentifikasi,704,1711,1071,1740,1111,30,41,1724.62,1092.77
149,Tree - jenis belum teridentifikasi,364,1743,1087,1768,1113,26,27,1754.32,1099.92
150,Tree - jenis belum teridentifikasi,24,2011,1097,2016,1102,6,6,2013.67,1099.92
151,Tree - jenis belum teridentifikasi,25,417,1102,422,1107,6,6,420.12,1104.8
152,Tree - jenis belum teridentifikasi,99,905,1098,916,1109,12,12,911.19,1104.46
153,Tree - jenis belum teridentifikasi,290,768,1096,786,1116,19,21,775.36,1105.37
154,Tree - jenis belum teridentifikasi,250,2035,1093,2047,1117,13,25,2042.11,1105.14
155,Tree - jenis belum teridentifikasi,105,1561,1107,1574,1119,14,13,1567.66,1113.46
156,Tree - jenis belum teridentifikasi,72,1603,1110,1612,1119,10,10,1607.22,1115.43
157,Tree - jenis belum teridentifikasi,112,1770,1105,1782,1119,13,15,1775.83,1113.0
158,Tree - jenis belum teridentifikasi,905,1712,1101,1760,1137,49,37,1737.96,1118.38
159,Tree - jenis belum teridentifikasi,115,1675,1114,1688,1125,14,12,1681.51,1119.34
160,Tree - jenis belum teridentifikasi,39,1553,1118,1562,1123,10,6,1557.18,1120.9
161,Tree - jenis belum teridentifikasi,29,617,1119,623,1124,7,6,619.48,1121.83
162,Tree - jenis belum teridentifikasi,118,2002,1112,2014,1128,13,17,2008.19,1121.39
163,Tree - jenis belum teridentifikasi,224,357,1108,381,1132,25,25,367.76,1121.74
164,Tree - jenis belum teridentifikasi,570,454,1104,476,1140,23,37,466.34,1123.43
165,Tree - jenis belum teridentifikasi,254,2024,1120,2047,1135,24,16,2033.24,1127.82
166,Tree - jenis belum teridentifikasi,57,1697,1125,1706,1132,10,8,1700.61,1128.68
167,Tree - jenis belum teridentifikasi,502,768,1116,782,1152,15,37,774.66,1134.17
168,Tree - jenis belum teridentifikasi,185,1650,1124,1663,1139,14,16,1656.64,1132.01
169,Tree - jenis belum teridentifikasi,28,1787,1129,1793,1134,7,6,1790.07,1131.71
170,Tree - jenis belum teridentifikasi,23,1766,1130,1771,1135,6,6,1768.96,1132.57
171,Tree - jenis belum teridentifikasi,708,200,1121,242,1145,43,25,218.81,1132.39
172,Tree - jenis belum teridentifikasi,187,1550,1130,1567,1150,18,21,1558.84,1140.61
173,Tree - jenis belum teridentifikasi,90,1687,1138,1694,1150,8,13,1690.51,1144.31
174,Tree - jenis belum teridentifikasi,116,444,1135,455,1150,12,16,449.65,1143.24
175,Tree - jenis belum teridentifikasi,131,429,1142,443,1154,15,13,436.36,1146.62
176,Tree - jenis belum teridentifikasi,243,385,1149,414,1160,30,12,398.56,1155.04
177,Tree - jenis belum teridentifikasi,98,627,1151,640,1160,14,10,633.24,1155.06
178,Tree - jenis belum teridentifikasi,365,2025,1143,2045,1172,21,30,2035.59,1155.56
179,Tree - jenis belum teridentifikasi,198,649,1152,668,1166,20,15,658.12,1157.39
180,Tree - jenis belum teridentifikasi,149,669,1152,682,1167,14,16,674.35,1157.86
181,Tree - jenis belum teridentifikasi,136,689,1152,706,1161,18,10,696.65,1155.62
182,Tree - jenis belum teridentifikasi,128,873,1152,884,1166,12,15,878.17,1159.05
183,Tree - jenis belum teridentifikasi,289,1561,1142,1580,1166,20,25,1570.71,1155.7
184,Tree - jenis belum teridentifikasi,321,1832,1152,1869,1165,38,14,1853.6,1156.26
185,Tree - jenis belum teridentifikasi,451,1587,1152,1614,1175,28,24,1599.68,1161.85
186,Tree - jenis belum teridentifikasi,146,728,1155,741,1168,14,14,733.77,1161.71
187,Tree - jenis belum teridentifikasi,715,1896,1152,1931,1175,36,24,1911.72,1162.22
188,Tree - jenis belum teridentifikasi,651,1868,1152,1895,1178,28,27,1882.27,1164.35
189,Tree - jenis belum teridentifikasi,514,784,1153,807,1184,24,32,795.79,1166.85
190,Tree - jenis belum teridentifikasi,369,759,1152,783,1174,25,23,769.27,1162.94
191,Tree - jenis belum teridentifikasi,182,656,1163,669,1182,14,20,662.52,1172.38
192,Tree - jenis belum teridentifikasi,2650,1937,1152,2025,1196,89,45,1976.73,1169.62
193,Tree - jenis belum teridentifikasi,137,705,1172,719,1190,15,19,711.62,1181.09
194,Tree - jenis belum teridentifikasi,506,745,1164,775,1191,31,28,760.54,1179.46
195,Tree - jenis belum teridentifikasi,40,1697,1177,1701,1186,5,10,1698.72,1182.08
196,Tree - jenis belum teridentifikasi,288,670,1177,696,1192,27,16,682.56,1184.3
197,Tree - jenis belum teridentifikasi,132,729,1177,744,1192,16,16,736.2,1185.56
198,Tree - jenis belum teridentifikasi,139,1667,1181,1679,1194,13,14,1673.11,1188.12
199,Tree - jenis belum teridentifikasi,202,1718,1181,1733,1203,16,23,1724.61,1190.85
200,Tree - jenis belum teridentifikasi,5740,1741,1152,1829,1236,89,85,1786.25,1191.76
201,Tree - jenis belum teridentifikasi,751,2017,1172,2047,1215,31,44,2031.88,1194.96
202,Tree - jenis belum teridentifikasi,1493,928,1184,978,1223,51,40,953.16,1203.97
203,Tree - jenis belum teridentifikasi,1541,1955,1184,2022,1222,68,39,1992.02,1204.12
204,Tree - jenis belum teridentifikasi,161,1608,1201,1628,1216,21,16,1616.6,1206.83
205,Tree - jenis belum teridentifikasi,434,1659,1195,1685,1220,27,26,1673.22,1206.65
206,Tree - jenis belum teridentifikasi,107,740,1208,754,1219,15,12,747.65,1213.53
207,Tree - jenis belum teridentifikasi,113,988,1209,999,1221,12,13,993.19,1215.41
208,Tree - jenis belum teridentifikasi,203,430,1209,447,1223,18,15,439.24,1216.65
209,Tree - jenis belum teridentifikasi,294,1591,1204,1608,1228,18,25,1599.51,1216.68
210,Tree - jenis belum teridentifikasi,2036,756,1184,802,1256,47,73,780.68,1222.52
211,Tree - jenis belum teridentifikasi,981,1625,1200,1672,1242,48,43,1644.85,1223.04
212,Tree - jenis belum teridentifikasi,74,972,1225,983,1238,12,14,977.01,1230.38
213,Tree - jenis belum teridentifikasi,53,1565,1224,1573,1232,9,9,1569.11,1227.3
214,Tree - jenis belum teridentifikasi,24,651,1225,655,1230,5,6,653.12,1227.83
215,Tree - jenis belum teridentifikasi,272,741,1219,763,1236,23,18,752.11,1228.82
216,Tree - jenis belum teridentifikasi,366,797,1223,819,1247,23,25,806.51,1236.07
217,Tree - jenis belum teridentifikasi,317,1582,1227,1603,1256,22,30,1591.93,1242.31
218,Tree - jenis belum teridentifikasi,304,1603,1224,1623,1250,21,27,1613.95,1239.56
219,Tree - jenis belum teridentifikasi,332,142,1232,159,1257,18,26,150.63,1244.56
220,Tree - jenis belum teridentifikasi,4422,1052,1193,1130,1279,79,87,1085.8,1238.6
221,Tree - jenis belum teridentifikasi,335,1567,1240,1590,1266,24,27,1576.69,1253.52
222,Tree - jenis belum teridentifikasi,441,1737,1224,1760,1259,24,36,1747.1,1243.56
223,Tree - jenis belum teridentifikasi,24,678,1250,682,1255,5,6,680.25,1252.46
224,Tree - jenis belum teridentifikasi,296,249,1249,272,1266,24,18,261.7,1257.49
225,Tree - jenis belum teridentifikasi,94,624,1251,640,1262,17,12,632.27,1256.24
226,Tree - jenis belum teridentifikasi,22,225,1260,230,1265,6,6,227.05,1262.23
227,Tree - jenis belum teridentifikasi,277,999,1258,1017,1279,19,22,1007.04,1269.79
228,Tree - jenis belum teridentifikasi,1728,773,1245,824,1292,52,48,799.74,1267.22
229,Tree - jenis belum teridentifikasi,53,225,1269,230,1279,6,11,227.17,1274.87
230,Tree - jenis belum teridentifikasi,249,1946,1262,1960,1287,15,26,1953.17,1274.13
231,Tree - jenis belum teridentifikasi,442,179,1267,198,1301,20,35,189.63,1281.04
232,Tree - jenis belum teridentifikasi,130,160,1268,173,1281,14,14,165.13,1275.18
233,Tree - jenis belum teridentifikasi,119,623,1276,642,1288,20,13,631.42,1280.01
234,Tree - jenis belum teridentifikasi,118,228,1287,242,1298,15,12,235.37,1292.77
235,Tree - jenis belum teridentifikasi,780,1429,1269,1456,1319,28,51,1444.38,1292.15
236,Tree - jenis belum teridentifikasi,220,624,1288,642,1308,19,21,633.38,1297.96
237,Tree - jenis belum teridentifikasi,89,187,1301,198,1313,12,13,193.18,1307.43
238,Tree - jenis belum teridentifikasi,194,690,1305,702,1329,13,25,696.47,1316.73
239,Tree - jenis belum teridentifikasi,200,643,1308,663,1328,21,21,652.32,1318.26
240,Tree - jenis belum teridentifikasi,53,175,1321,181,1332,7,12,178.21,1325.55
241,Tree - jenis belum teridentifikasi,159,637,1327,648,1343,12,17,642.04,1335.72
242,Tree - jenis belum teridentifikasi,26,710,1336,715,1341,6,6,712.65,1338.23
243,Tree - jenis belum teridentifikasi,180,156,1350,172,1363,17,14,163.89,1356.86
244,Tree - jenis belum teridentifikasi,226,641,1354,653,1376,13,23,646.98,1364.39
245,Tree - jenis belum teridentifikasi,104,1784,1356,1793,1369,10,14,1788.11,1363.4
246,Tree - jenis belum teridentifikasi,200,664,1361,680,1376,17,16,671.98,1369.58
247,Tree - jenis belum teridentifikasi,286,1770,1372,1786,1396,17,25,1778.34,1383.71
248,Tree - jenis belum teridentifikasi,599,1953,1375,1982,1406,30,32,1970.15,1388.39
249,Tree - jenis belum teridentifikasi,225,653,1381,670,1403,18,23,662.28,1390.2
250,Tree - jenis belum teridentifikasi,103,264,1385,277,1395,14,11,270.91,1389.62
251,Tree - jenis belum teridentifikasi,234,674,1385,698,1399,25,15,686.56,1392.87
252,Tree - jenis belum teridentifikasi,101,698,1394,709,1403,12,10,703.14,1398.21
253,Tree - jenis belum teridentifikasi,51,321,1401,329,1407,9,7,324.55,1403.61
254,Tree - jenis belum teridentifikasi,1033,1814,1390,1849,1430,36,41,1830.85,1409.91
255,Tree - jenis belum teridentifikasi,143,299,1402,314,1415,16,14,307.83,1408.37
256,Tree - jenis belum teridentifikasi,4531,143,1353,221,1443,79,91,182.88,1401.06
257,Tree - jenis belum teridentifikasi,785,207,1393,241,1424,35,32,223.96,1409.93
258,Tree - jenis belum teridentifikasi,60,1786,1405,1794,1415,9,11,1789.98,1409.78
259,Tree - jenis belum teridentifikasi,435,658,1404,687,1424,30,21,671.92,1414.75
260,Tree - jenis belum teridentifikasi,29,296,1422,301,1428,6,7,298.28,1425.17
261,Tree - jenis belum teridentifikasi,393,684,1420,711,1445,28,26,697.12,1432.56
262,Tree - jenis belum teridentifikasi,618,653,1422,686,1449,34,28,668.33,1433.78
263,Tree - jenis belum teridentifikasi,43,1641,1432,1648,1439,8,8,1644.86,1435.35
264,Tree - jenis belum teridentifikasi,759,380,1408,411,1445,32,38,395.15,1430.94
265,Tree - jenis belum teridentifikasi,792,411,1422,444,1463,34,42,425.73,1442.31
266,Tree - jenis belum teridentifikasi,204,697,1442,717,1456,21,15,707.36,1449.11
267,Tree - jenis belum teridentifikasi,42,301,1446,306,1454,6,9,303.71,1449.88
268,Tree - jenis belum teridentifikasi,9177,1651,1398,1797,1495,147,98,1723.24,1446.39
269,Tree - jenis belum teridentifikasi,39,279,1449,285,1455,7,7,281.82,1451.69
270,Tree - jenis belum teridentifikasi,2998,536,1429,608,1493,73,65,573.93,1460.95
271,Tree - jenis belum teridentifikasi,165,695,1457,713,1470,19,14,704.98,1462.89
272,Tree - jenis belum teridentifikasi,231,437,1454,454,1486,18,33,444.22,1466.36
273,Tree - jenis belum teridentifikasi,2642,362,1446,431,1505,70,60,394.19,1473.92
274,Tree - jenis belum teridentifikasi,118,312,1465,324,1482,13,18,318.26,1474.49
275,Tree - jenis belum teridentifikasi,50,505,1477,511,1484,7,8,508.3,1480.28
276,Tree - jenis belum teridentifikasi,160,1868,1476,1886,1487,19,12,1874.96,1481.05
277,Tree - jenis belum teridentifikasi,49,453,1473,457,1486,5,14,454.82,1479.86
278,Tree - jenis belum teridentifikasi,1727,1935,1466,1991,1518,57,53,1961.97,1491.33
279,Tree - jenis belum teridentifikasi,36,1889,1484,1897,1489,9,6,1893.25,1486.08
280,Tree - jenis belum teridentifikasi,263,411,1484,431,1500,21,17,421.0,1492.21
281,Tree - jenis belum teridentifikasi,367,473,1473,492,1506,20,34,481.58,1490.2
282,Tree - jenis belum teridentifikasi,88,1903,1491,1909,1510,7,20,1905.68,1500.75
283,Tree - jenis belum teridentifikasi,2495,1354,1474,1421,1522,68,49,1387.47,1497.09
284,Tree - jenis belum teridentifikasi,789,2001,1475,2037,1509,37,35,2020.95,1492.26
285,Tree - jenis belum teridentifikasi,124,451,1497,464,1513,14,17,455.76,1505.05
286,Tree - jenis belum teridentifikasi,67,1830,1510,1837,1519,8,10,1833.07,1514.54
287,Tree - jenis belum teridentifikasi,504,379,1502,406,1528,28,27,393.64,1516.25
288,Tree - jenis belum teridentifikasi,91,487,1511,499,1524,13,14,492.8,1517.29
289,Tree - jenis belum teridentifikasi,4255,1131,1459,1215,1551,85,93,1171.57,1510.52
290,Tree - jenis belum teridentifikasi,153,1892,1513,1904,1528,13,16,1897.83,1519.99
291,Tree - jenis belum teridentifikasi,2887,1065,1497,1135,1551,71,55,1102.58,1524.43
292,Tree - jenis belum teridentifikasi,627,1863,1490,1887,1528,25,39,1873.25,1509.82
293,Tree - jenis belum teridentifikasi,2217,403,1494,469,1552,67,59,433.42,1523.12
294,Tree - jenis belum teridentifikasi,1932,2015,1487,2047,1580,33,94,2035.43,1533.39
295,Tree - jenis belum teridentifikasi,253,389,1524,407,1543,19,20,399.64,1534.11
296,Tree - jenis belum teridentifikasi,174,486,1532,505,1544,20,13,496.33,1537.81
297,Tree - jenis belum teridentifikasi,93,1956,1536,1966,1546,11,11,1960.96,1540.95
298,Tree - jenis belum teridentifikasi,377,1831,1536,1858,1570,28,35,1845.2,1550.95
299,Tree - jenis belum teridentifikasi,2110,1849,1521,1922,1568,74,48,1883.43,1546.4
300,Tree - jenis belum teridentifikasi,62,485,1549,492,1559,8,11,488.13,1554.65
301,Tree - jenis belum teridentifikasi,331,2004,1537,2025,1568,22,32,2015.68,1554.98
302,Tree - jenis belum teridentifikasi,96,454,1560,470,1571,17,12,462.47,1565.3
303,Tree - jenis belum teridentifikasi,329,1985,1551,2005,1585,21,35,1995.2,1565.9
304,Tree - jenis belum teridentifikasi,89,2027,1559,2037,1569,11,11,2031.7,1563.31
305,Tree - jenis belum teridentifikasi,62,1974,1568,1984,1576,11,9,1978.95,1570.89
306,Tree - jenis belum teridentifikasi,3043,1412,1544,1486,1607,75,64,1451.15,1577.07
307,Tree - jenis belum teridentifikasi,51,607,1570,614,1578,8,9,610.14,1573.75
308,Tree - jenis belum teridentifikasi,1268,641,1555,685,1596,45,42,662.86,1574.51
309,Tree - jenis belum teridentifikasi,181,1954,1568,1973,1580,20,13,1962.44,1573.75
310,Tree - jenis belum teridentifikasi,596,1858,1563,1895,1595,38,33,1874.43,1576.53
311,Tree - jenis belum teridentifikasi,26,452,1581,456,1586,5,6,453.85,1583.54
312,Tree - jenis belum teridentifikasi,151,595,1579,613,1597,19,19,605.38,1587.56
313,Tree - jenis belum teridentifikasi,99,1899,1584,1910,1596,12,13,1903.4,1589.14
