instance_id,tree_type,area_pixels,bbox_x,bbox_y,bbox_x2,bbox_y2,bbox_width,bbox_height,centroid_x,centroid_y
37,Tree - jenis belum teridentifikasi,66,152,84,162,92,11,9,156.15,87.47
38,Tree - jenis belum teridentifikasi,251,108,83,125,102,18,20,116.5,93.18
39,Tree - jenis belum teridentifikasi,1389,1904,71,1952,119,49,49,1930.03,95.97
40,Tree - jenis belum teridentifikasi,269,166,90,187,108,22,19,177.01,99.13
41,Tree - jenis belum teridentifikasi,272,81,95,101,114,21,20,90.88,103.86
42,Tree - jenis belum teridentifikasi,772,492,93,528,124,37,32,510.42,108.59
43,Tree - jenis belum teridentifikasi,538,142,104,170,137,29,34,155.36,117.7
44,Tree - jenis belum teridentifikasi,452,568,103,596,128,29,26,582.18,115.77
45,Tree - jenis belum teridentifikasi,349,33,110,52,137,20,28,41.29,123.46
46,Tree - jenis belum teridentifikasi,520,117,111,143,139,27,29,130.36,125.76
47,Tree - jenis belum teridentifikasi,2020,443,105,495,163,53,59,463.63,131.78
48,Tree - jenis belum teridentifikasi,256,181,119,196,142,16,24,187.6,131.8
49,Tree - jenis belum teridentifikasi,336,1830,123,1849,145,20,23,1839.75,134.63
50,Tree - jenis belum teridentifikasi,224,54,130,73,148,20,19,64.29,139.15
51,Tree - jenis belum teridentifikasi,774,1593,124,1628,161,36,38,1612.05,142.47
52,Tree - jenis belum teridentifikasi,306,95,130,115,150,21,21,104.25,139.64
53,Tree - jenis belum teridentifikasi,1727,399,118,448,186,50,69,426.45,150.48
54,Tree - jenis belum teridentifikasi,242,196,137,213,154,18,18,204.6,144.54
55,Tree - jenis belum teridentifikasi,268,1814,134,1832,155,19,22,1823.95,145.18
56,Tree - jenis belum teridentifikasi,359,125,139,149,162,25,24,136.3,151.07
57,Tree - jenis belum teridentifikasi,202,42,143,59,160,18,18,50.38,152.11
58,Tree - jenis belum teridentifikasi,715,140,138,183,171,44,34,162.3,155.28
59,Tree - jenis belum teridentifikasi,418,1520,145,1543,168,24,24,1531.3,154.92
60,Tree - jenis belum teridentifikasi,2102,467,117,532,177,66,61,497.07,144.13
61,Tree - jenis belum teridentifikasi,228,1818,155,1836,170,19,16,1827.15,163.22
62,Tree - jenis belum teridentifikasi,347,379,149,399,176,21,28,388.42,163.02
63,Tree - jenis belum teridentifikasi,576,1358,148,1386,179,29,32,1372.05,165.41
64,Tree - jenis belum teridentifikasi,662,1929,155,1954,189,26,35,1941.27,170.47
65,Tree - jenis belum teridentifikasi,4078,478,142,564,214,87,73,522.7,179.42
66,Tree - jenis belum teridentifikasi,435,435,163,461,184,27,22,448.57,173.25
67,Tree - jenis belum teridentifikasi,347,1434,163,1454,184,21,22,1444.94,173.47
68,Tree - jenis belum teridentifikasi,3686,275,144,351,222,77,79,311.12,182.63
69,Tree - jenis belum teridentifikasi,67,408,175,416,183,9,9,411.84,178.73
70,Tree - jenis belum teridentifikasi,698,1469,162,1499,196,31,35,1482.23,180.34
71,Tree - jenis belum teridentifikasi,100,1534,177,1545,186,12,10,1539.19,181.15
72,Tree - jenis belum teridentifikasi,336,48,169,67,194,20,26,56.95,182.43
73,Tree - jenis belum teridentifikasi,437,168,168,201,197,34,30,184.1,183.78
74,Tree - jenis belum teridentifikasi,785,253,168,279,210,27,43,266.36,189.48
75,Tree - jenis belum teridentifikasi,143,150,190,165,203,16,14,157.16,197.73
76,Tree - jenis belum teridentifikasi,1099,369,175,414,216,46,42,392.12,198.34
77,Tree - jenis belum teridentifikasi,167,54,199,73,216,20,18,63.69,208.15
78,Tree - jenis belum teridentifikasi,144,98,199,113,214,16,16,105.34,207.32
79,Tree - jenis belum teridentifikasi,193,474,200,489,216,16,17,481.69,207.84
80,Tree - jenis belum teridentifikasi,454,1936,190,1951,232,16,43,1942.48,212.55
81,Tree - jenis belum teridentifikasi,94,173,213,183,223,11,11,178.13,217.71
82,Tree - jenis belum teridentifikasi,37,505,222,511,229,7,8,508.62,225.89
83,Tree - jenis belum teridentifikasi,192,5,223,21,238,17,16,11.61,230.38
84,Tree - jenis belum teridentifikasi,709,116,216,149,253,34,38,132.42,231.81
85,Tree - jenis belum teridentifikasi,598,459,216,500,247,42,32,479.31,231.29
86,Tree - jenis belum teridentifikasi,44,624,231,630,239,7,9,626.66,235.68
87,Tree - jenis belum teridentifikasi,6072,793,190,889,286,97,97,839.94,234.76
88,Tree - jenis belum teridentifikasi,1919,53,220,118,270,66,51,80.77,245.43
89,Tree - jenis belum teridentifikasi,651,545,219,590,249,46,31,573.41,233.95
90,Tree - jenis belum teridentifikasi,2245,377,216,434,266,58,51,406.01,238.45
91,Tree - jenis belum teridentifikasi,1711,1416,213,1461,269,46,57,1439.45,244.24
92,Tree - jenis belum teridentifikasi,2473,1704,217,1761,284,58,68,1731.89,251.18
93,Tree - jenis belum teridentifikasi,978,575,225,623,261,49,37,599.79,245.81
94,Tree - jenis belum teridentifikasi,94,482,245,493,259,12,15,487.44,252.18
95,Tree - jenis belum teridentifikasi,359,545,239,569,265,25,27,558.47,251.5
96,Tree - jenis belum teridentifikasi,843,1384,240,1416,280,33,41,1400.9,260.9
97,Tree - jenis belum teridentifikasi,646,567,255,598,286,32,32,581.69,269.51
98,Tree - jenis belum teridentifikasi,373,491,258,519,285,29,28,503.35,271.02
99,Tree - jenis belum teridentifikasi,800,1918,252,1957,291,40,40,1939.39,274.9
100,Tree - jenis belum teridentifikasi,99,1458,276,1474,285,17,10,1466.46,280.62
101,Tree - jenis belum teridentifikasi,272,464,271,488,291,25,21,475.66,282.61
102,Tree - jenis belum teridentifikasi,363,1536,273,1559,301,24,29,1549.21,285.79
103,Tree - jenis belum teridentifikasi,180,487,286,505,298,19,13,496.66,292.37
104,Tree - jenis belum teridentifikasi,317,587,285,606,303,20,19,596.5,293.84
105,Tree - jenis belum teridentifikasi,82,1448,291,1458,301,11,11,1452.77,296.32
106,Tree - jenis belum teridentifikasi,1161,691,280,729,324,39,45,711.59,303.35
107,Tree - jenis belum teridentifikasi,1121,624,287,667,327,44,41,643.25,304.42
108,Tree - jenis belum teridentifikasi,2524,116,276,175,340,60,65,148.03,306.75
109,Tree - jenis belum teridentifikasi,477,414,292,443,323,30,32,424.92,306.43
110,Tree - jenis belum teridentifikasi,131,1903,299,1914,312,12,14,1908.9,305.72
111,Tree - jenis belum teridentifikasi,82,1562,305,1577,311,16,7,1569.21,307.96
112,Tree - jenis belum teridentifikasi,454,1488,298,1512,325,25,28,1498.76,311.97
113,Tree - jenis belum teridentifikasi,460,494,287,511,325,18,39,504.45,309.31
114,Tree - jenis belum teridentifikasi,55,522,312,533,318,12,7,528.18,315.04
115,Tree - jenis belum teridentifikasi,715,1413,298,1456,330,44,33,1432.33,316.74
116,Tree - jenis belum teridentifikasi,541,433,307,463,339,31,33,450.23,322.49
117,Tree - jenis belum teridentifikasi,878,463,295,494,340,32,46,477.44,319.9
118,Tree - jenis belum teridentifikasi,440,7,314,34,333,28,20,18.5,323.84
119,Tree - jenis belum teridentifikasi,224,1463,322,1477,346,15,25,1470.71,333.16
120,Tree - jenis belum teridentifikasi,780,1993,307,2022,344,30,38,2007.24,328.2
121,Tree - jenis belum teridentifikasi,165,686,324,699,339,14,16,692.96,331.52
122,Tree - jenis belum teridentifikasi,366,149,328,176,354,28,27,163.5,338.22
123,Tree - jenis belum teridentifikasi,193,607,325,628,339,22,15,618.98,332.37
124,Tree - jenis belum teridentifikasi,577,418,323,449,358,32,36,433.44,339.35
125,Tree - jenis belum teridentifikasi,37,1528,337,1532,346,5,10,1529.97,340.84
126,Tree - jenis belum teridentifikasi,713,1416,328,1446,358,31,31,1430.74,342.28
127,Tree - jenis belum teridentifikasi,85,1552,340,1562,349,11,10,1556.31,345.14
128,Tree - jenis belum teridentifikasi,860,105,336,153,376,49,41,128.71,354.78
129,Tree - jenis belum teridentifikasi,62,187,346,199,353,13,8,192.55,349.65
130,Tree - jenis belum teridentifikasi,589,448,339,480,369,33,31,462.44,353.56
131,Tree - jenis belum teridentifikasi,1475,474,326,511,384,38,59,496.74,355.56
132,Tree - jenis belum teridentifikasi,196,677,348,695,362,19,15,686.34,355.16
133,Tree - jenis belum teridentifikasi,4879,7,320,92,394,86,75,47.53,358.58
134,Tree - jenis belum teridentifikasi,246,194,352,214,374,21,23,205.17,363.8
135,Tree - jenis belum teridentifikasi,289,1607,353,1625,372,19,20,1616.37,362.59
136,Tree - jenis belum teridentifikasi,271,92,354,111,374,20,21,100.31,364.47
137,Tree - jenis belum teridentifikasi,1032,382,341,419,382,38,42,398.7,362.08
138,Tree - jenis belum teridentifikasi,1595,1983,345,2033,391,51,47,2007.57,367.22
139,Tree - jenis belum teridentifikasi,259,166,361,193,380,28,20,178.96,369.63
140,Tree - jenis belum teridentifikasi,1247,1702,351,1750,390,49,40,1724.01,372.11
141,Tree - jenis belum teridentifikasi,211,661,379,683,391,23,13,670.91,385.03
142,Tree - jenis belum teridentifikasi,241,1829,381,1846,397,18,17,1837.64,388.52
143,Tree - jenis belum teridentifikasi,320,191,375,212,397,22,23,201.12,386.56
144,Tree - jenis belum teridentifikasi,404,167,377,191,399,25,23,179.11,389.12
145,Tree - jenis belum teridentifikasi,695,323,380,365,402,43,23,342.77,391.0
146,Tree - jenis belum teridentifikasi,190,469,383,483,398,15,16,476.26,390.55
147,Tree - jenis belum teridentifikasi,272,366,383,384,402,19,20,375.29,391.86
148,Tree - jenis belum teridentifikasi,647,569,384,605,416,37,33,587.78,397.69
149,Tree - jenis belum teridentifikasi,793,2009,377,2036,414,28,38,2022.52,395.17
150,Tree - jenis belum teridentifikasi,221,1654,384,1663,410,10,27,1659.26,396.34
151,Tree - jenis belum teridentifikasi,354,1987,388,2008,409,22,22,1998.52,398.67
152,Tree - jenis belum teridentifikasi,141,223,390,238,401,16,12,230.4,395.72
153,Tree - jenis belum teridentifikasi,1949,0,384,59,429,60,46,28.79,405.64
154,Tree - jenis belum teridentifikasi,537,482,383,511,414,30,32,497.84,397.81
155,Tree - jenis belum teridentifikasi,125,649,401,667,411,19,11,657.16,404.8
156,Tree - jenis belum teridentifikasi,153,607,400,620,414,14,15,613.29,407.39
157,Tree - jenis belum teridentifikasi,2832,1014,384,1090,446,77,63,1051.27,411.06
158,Tree - jenis belum teridentifikasi,3822,111,375,187,448,77,74,143.35,414.42
159,Tree - jenis belum teridentifikasi,137,188,411,206,421,19,11,196.05,416.33
160,Tree - jenis belum teridentifikasi,251,650,411,667,429,18,19,658.59,419.48
161,Tree - jenis belum teridentifikasi,105,495,416,506,427,12,12,501.15,422.07
162,Tree - jenis belum teridentifikasi,28,633,425,638,429,6,5,635.32,426.89
163,Tree - jenis belum teridentifikasi,33,585,433,590,441,6,9,587.3,436.48
164,Tree - jenis belum teridentifikasi,423,1647,411,1664,449,18,39,1657.26,431.27
165,Tree - jenis belum teridentifikasi,383,377,431,400,453,24,23,389.04,441.46
166,Tree - jenis belum teridentifikasi,238,487,428,502,452,16,25,494.78,440.16
167,Tree - jenis belum teridentifikasi,162,665,440,681,453,17,14,673.46,445.84
168,Tree - jenis belum teridentifikasi,1174,2009,415,2047,468,39,54,2031.06,442.35
169,Tree - jenis belum teridentifikasi,343,429,442,454,471,26,30,443.55,456.17
170,Tree - jenis belum teridentifikasi,215,417,441,427,468,11,28,422.3,453.62
171,Tree - jenis belum teridentifikasi,694,1610,434,1639,467,30,34,1623.62,451.52
172,Tree - jenis belum teridentifikasi,343,685,448,706,483,22,36,695.68,461.43
173,Tree - jenis belum teridentifikasi,49,2010,457,2016,467,7,11,2012.37,462.8
174,Tree - jenis belum teridentifikasi,56,504,464,511,473,8,10,506.89,467.75
175,Tree - jenis belum teridentifikasi,762,1285,450,1316,485,32,36,1299.62,465.81
176,Tree - jenis belum teridentifikasi,184,1593,457,1612,472,20,16,1601.41,466.14
177,Tree - jenis belum teridentifikasi,30,618,464,622,470,5,7,619.87,467.47
178,Tree - jenis belum teridentifikasi,143,464,462,479,474,16,13,471.36,468.1
179,Tree - jenis belum teridentifikasi,26,1575,470,1581,474,7,5,1578.73,472.23
180,Tree - jenis belum teridentifikasi,42,415,474,425,482,11,9,420.76,478.07
181,Tree - jenis belum teridentifikasi,32,536,474,542,480,7,7,538.62,477.03
182,Tree - jenis belum teridentifikasi,174,634,467,655,486,22,20,643.94,479.33
183,Tree - jenis belum teridentifikasi,371,671,467,694,493,24,27,682.73,479.74
184,Tree - jenis belum teridentifikasi,149,512,481,528,498,17,18,519.21,488.72
185,Tree - jenis belum teridentifikasi,101,429,480,440,494,12,15,434.9,487.59
186,Tree - jenis belum teridentifikasi,180,577,483,598,495,22,13,588.68,489.69
187,Tree - jenis belum teridentifikasi,116,691,486,706,499,16,14,699.18,493.22
188,Tree - jenis belum teridentifikasi,208,2033,487,2047,506,15,20,2040.61,496.16
189,Tree - jenis belum teridentifikasi,480,432,481,466,511,35,31,451.63,497.76
190,Tree - jenis belum teridentifikasi,428,609,485,641,511,33,27,627.19,498.57
191,Tree - jenis belum teridentifikasi,447,642,489,667,511,26,23,654.89,501.63
192,Tree - jenis belum teridentifikasi,388,667,491,694,511,28,21,679.06,503.14
193,Tree - jenis belum teridentifikasi,174,1385,499,1402,513,18,15,1393.6,506.38
194,Tree - jenis belum teridentifikasi,192,1402,500,1421,514,20,15,1411.08,506.74
195,Tree - jenis belum teridentifikasi,160,518,503,537,511,20,9,527.14,507.4
196,Tree - jenis belum teridentifikasi,137,538,501,554,511,17,11,546.93,507.16
197,Tree - jenis belum teridentifikasi,107,472,504,488,511,17,8,479.56,508.12
198,Tree - jenis belum teridentifikasi,86,436,516,447,526,12,11,441.7,520.67
199,Tree - jenis belum teridentifikasi,97,455,519,469,528,15,10,461.4,523.68
200,Tree - jenis belum teridentifikasi,468,1280,516,1310,545,31,30,1295.07,528.59
201,Tree - jenis belum teridentifikasi,1236,354,507,396,551,43,45,376.13,528.06
202,Tree - jenis belum teridentifikasi,1004,914,522,952,556,39,35,934.01,540.64
203,Tree - jenis belum teridentifikasi,197,493,534,511,553,19,20,504.91,543.5
204,Tree - jenis belum teridentifikasi,516,314,536,341,565,28,30,327.02,550.15
205,Tree - jenis belum teridentifikasi,204,1370,539,1387,560,18,22,1377.41,549.09
206,Tree - jenis belum teridentifikasi,66,1521,549,1532,559,12,11,1526.61,553.17
207,Tree - jenis belum teridentifikasi,587,1533,542,1568,563,36,22,1551.19,553.07
208,Tree - jenis belum teridentifikasi,346,492,549,511,579,20,31,503.1,562.27
209,Tree - jenis belum teridentifikasi,101,1447,551,1458,565,12,15,1452.87,557.89
210,Tree - jenis belum teridentifikasi,85,1479,555,1488,567,10,13,1483.61,561.47
211,Tree - jenis belum teridentifikasi,555,282,552,314,574,33,23,296.86,562.28
212,Tree - jenis belum teridentifikasi,56,1510,554,1518,567,9,14,1514.14,562.38
213,Tree - jenis belum teridentifikasi,703,917,556,946,588,30,33,929.19,569.89
214,Tree - jenis belum teridentifikasi,900,1389,539,1418,591,30,53,1403.93,567.85
215,Tree - jenis belum teridentifikasi,128,1444,564,1459,583,16,20,1450.52,573.82
216,Tree - jenis belum teridentifikasi,668,1539,563,1569,596,31,34,1554.96,577.42
217,Tree - jenis belum teridentifikasi,201,715,557,725,584,11,28,720.55,571.85
218,Tree - jenis belum teridentifikasi,211,673,567,693,585,21,19,682.4,574.77
219,Tree - jenis belum teridentifikasi,1059,236,560,270,600,35,41,253.67,580.4
220,Tree - jenis belum teridentifikasi,133,683,575,697,590,15,16,690.13,581.68
221,Tree - jenis belum teridentifikasi,1092,1372,567,1414,616,43,50,1388.34,593.18
222,Tree - jenis belum teridentifikasi,77,493,585,504,596,12,12,499.52,590.64
223,Tree - jenis belum teridentifikasi,35,482,589,490,595,9,7,485.31,592.66
224,Tree - jenis belum teridentifikasi,110,313,591,328,600,16,10,320.28,594.68
225,Tree - jenis belum teridentifikasi,445,894,584,926,607,33,24,908.72,593.9
226,Tree - jenis belum teridentifikasi,62,677,597,689,606,13,10,683.63,601.35
227,Tree - jenis belum teridentifikasi,1786,78,585,134,630,57,46,104.65,606.2
228,Tree - jenis belum teridentifikasi,73,1417,594,1422,610,6,17,1420.18,602.45
229,Tree - jenis belum teridentifikasi,311,334,594,361,615,28,22,346.59,605.39
230,Tree - jenis belum teridentifikasi,292,581,598,601,621,21,24,589.88,610.99
231,Tree - jenis belum teridentifikasi,43,483,609,491,615,9,7,487.7,612.58
232,Tree - jenis belum teridentifikasi,807,897,598,932,633,36,36,915.03,614.7
233,Tree - jenis belum teridentifikasi,49,1451,609,1463,618,13,10,1457.12,613.29
234,Tree - jenis belum teridentifikasi,277,346,603,375,630,30,28,363.65,620.22
235,Tree - jenis belum teridentifikasi,658,265,602,299,633,35,32,282.68,616.96
236,Tree - jenis belum teridentifikasi,693,298,604,339,651,42,48,321.33,624.2
237,Tree - jenis belum teridentifikasi,71,43,616,54,624,12,9,49.11,620.0
238,Tree - jenis belum teridentifikasi,99,502,614,511,626,10,13,507.44,619.9
239,Tree - jenis belum teridentifikasi,44,1471,616,1478,625,8,10,1474.39,621.05
240,Tree - jenis belum teridentifikasi,203,690,615,706,631,17,17,698.84,623.84
241,Tree - jenis belum teridentifikasi,727,1042,605,1069,638,28,34,1054.9,622.79
242,Tree - jenis belum teridentifikasi,1065,1535,596,1573,642,39,47,1552.83,619.89
243,Tree - jenis belum teridentifikasi,200,471,629,487,647,17,19,478.31,638.27
244,Tree - jenis belum teridentifikasi,116,1415,633,1431,643,17,11,1421.81,637.96
245,Tree - jenis belum teridentifikasi,89,1484,628,1496,645,13,18,1489.3,637.92
246,Tree - jenis belum teridentifikasi,52,1393,634,1402,640,10,7,1397.75,637.27
247,Tree - jenis belum teridentifikasi,125,392,626,400,647,9,22,395.94,638.39
248,Tree - jenis belum teridentifikasi,85,1504,635,1513,646,10,12,1508.24,640.35
249,Tree - jenis belum teridentifikasi,504,331,630,365,653,35,24,347.11,639.89
250,Tree - jenis belum teridentifikasi,1421,1584,617,1650,655,67,39,1623.11,637.38
251,Tree - jenis belum teridentifikasi,72,678,638,687,646,10,9,682.67,642.31
252,Tree - jenis belum teridentifikasi,682,1180,625,1209,656,30,32,1193.41,640.54
253,Tree - jenis belum teridentifikasi,860,1551,626,1583,668,33,43,1568.0,647.11
254,Tree - jenis belum teridentifikasi,36,369,645,379,651,11,7,374.58,647.25
255,Tree - jenis belum teridentifikasi,84,1025,647,1035,656,11,10,1029.83,651.42
256,Tree - jenis belum teridentifikasi,197,1392,639,1408,662,17,24,1400.24,652.61
257,Tree - jenis belum teridentifikasi,64,1458,650,1469,657,12,8,1463.22,653.59
258,Tree - jenis belum teridentifikasi,665,1525,629,1555,674,31,46,1540.3,655.67
259,Tree - jenis belum teridentifikasi,73,401,648,408,661,8,14,404.01,655.78
260,Tree - jenis belum teridentifikasi,74,496,653,504,663,9,11,499.68,658.39
261,Tree - jenis belum teridentifikasi,233,917,657,933,677,17,21,925.03,666.36
262,Tree - jenis belum teridentifikasi,209,718,660,736,673,19,14,727.1,666.45
263,Tree - jenis belum teridentifikasi,75,384,662,392,671,9,10,387.44,666.56
264,Tree - jenis belum teridentifikasi,51,359,669,369,675,11,7,362.86,672.29
265,Tree - jenis belum teridentifikasi,115,337,669,351,683,15,15,345.48,675.52
266,Tree - jenis belum teridentifikasi,193,1539,670,1555,683,17,14,1547.61,676.64
267,Tree - jenis belum teridentifikasi,771,1551,662,1591,692,41,31,1572.08,675.13
268,Tree - jenis belum teridentifikasi,77,288,684,299,693,12,10,292.42,689.23
269,Tree - jenis belum teridentifikasi,52,303,684,308,694,6,11,305.21,689.13
270,Tree - jenis belum teridentifikasi,113,1585,684,1602,693,18,10,1594.17,689.17
271,Tree - jenis belum teridentifikasi,1664,491,667,547,729,57,63,522.38,694.9
272,Tree - jenis belum teridentifikasi,684,1380,682,1405,718,26,37,1392.37,699.73
273,Tree - jenis belum teridentifikasi,108,384,698,404,708,21,11,393.38,702.55
274,Tree - jenis belum teridentifikasi,303,1131,692,1153,711,23,20,1141.84,700.23
275,Tree - jenis belum teridentifikasi,159,1152,692,1169,714,18,23,1159.61,701.81
276,Tree - jenis belum teridentifikasi,100,476,699,489,709,14,11,483.12,704.76
277,Tree - jenis belum teridentifikasi,782,1277,689,1306,723,30,35,1291.44,704.57
278,Tree - jenis belum teridentifikasi,34,728,705,734,710,7,6,730.85,707.32
279,Tree - jenis belum teridentifikasi,2513,1204,681,1276,733,73,53,1242.22,708.23
280,Tree - jenis belum teridentifikasi,562,1306,697,1329,723,24,27,1317.18,709.58
281,Tree - jenis belum teridentifikasi,416,1834,698,1858,721,25,24,1845.6,710.82
282,Tree - jenis belum teridentifikasi,457,1113,699,1144,721,32,23,1127.27,711.37
283,Tree - jenis belum teridentifikasi,88,1176,710,1186,720,11,11,1181.66,714.89
284,Tree - jenis belum teridentifikasi,416,1560,697,1586,724,27,28,1574.06,711.01
285,Tree - jenis belum teridentifikasi,104,1610,709,1622,719,13,11,1616.62,713.48
286,Tree - jenis belum teridentifikasi,892,1324,704,1362,736,39,33,1342.6,720.56
287,Tree - jenis belum teridentifikasi,1210,1994,701,2038,734,45,34,2014.71,718.18
288,Tree - jenis belum teridentifikasi,816,173,699,209,735,37,37,189.69,721.04
289,Tree - jenis belum teridentifikasi,928,758,705,798,750,41,46,774.14,725.2
290,Tree - jenis belum teridentifikasi,154,1291,719,1308,734,18,16,1300.21,726.77
291,Tree - jenis belum teridentifikasi,119,1178,721,1189,733,12,13,1183.17,727.34
292,Tree - jenis belum teridentifikasi,844,1117,715,1155,746,39,32,1136.21,730.91
293,Tree - jenis belum teridentifikasi,59,1601,726,1610,735,10,10,1605.44,730.75
294,Tree - jenis belum teridentifikasi,268,1260,728,1284,745,25,18,1273.0,735.15
295,Tree - jenis belum teridentifikasi,27,1162,734,1167,741,6,8,1164.48,737.67
296,Tree - jenis belum teridentifikasi,125,1655,732,1663,750,9,19,1659.93,740.34
297,Tree - jenis belum teridentifikasi,339,192,730,215,749,24,20,204.12,740.14
298,Tree - jenis belum teridentifikasi,191,783,727,799,745,17,19,790.03,736.18
299,Tree - jenis belum teridentifikasi,770,2003,733,2040,758,38,26,2022.49,744.14
300,Tree - jenis belum teridentifikasi,496,1314,734,1353,752,40,19,1331.32,743.21
301,Tree - jenis belum teridentifikasi,85,474,740,484,751,11,12,478.38,745.76
302,Tree - jenis belum teridentifikasi,238,849,740,867,758,19,19,857.11,748.3
303,Tree - jenis belum teridentifikasi,91,408,744,423,752,16,9,414.55,748.32
304,Tree - jenis belum teridentifikasi,215,1093,747,1118,758,26,12,1107.7,752.27
305,Tree - jenis belum teridentifikasi,365,1206,740,1227,765,22,26,1217.26,752.6
306,Tree - jenis belum teridentifikasi,160,771,745,786,760,16,16,778.73,752.67
307,Tree - jenis belum teridentifikasi,2210,1522,713,1579,777,58,65,1552.37,748.14
308,Tree - jenis belum teridentifikasi,212,1394,746,1414,765,21,20,1404.07,755.39
309,Tree - jenis belum teridentifikasi,144,1608,747,1628,762,21,16,1619.46,755.16
310,Tree - jenis belum teridentifikasi,689,108,749,141,775,34,27,124.75,762.02
311,Tree - jenis belum teridentifikasi,37,1043,761,1049,769,7,9,1045.65,764.22
312,Tree - jenis belum teridentifikasi,301,1424,755,1447,775,24,21,1435.69,763.2
313,Tree - jenis belum teridentifikasi,218,1449,756,1472,770,24,15,1461.14,763.03
314,Tree - jenis belum teridentifikasi,116,1488,757,1498,771,11,15,1492.6,764.47
315,Tree - jenis belum teridentifikasi,46,213,768,222,773,10,6,217.89,770.02
316,Tree - jenis belum teridentifikasi,465,247,754,274,779,28,26,260.0,767.03
317,Tree - jenis belum teridentifikasi,73,557,768,567,776,11,9,562.01,771.22
318,Tree - jenis belum teridentifikasi,174,615,767,631,785,17,19,624.32,776.13
319,Tree - jenis belum teridentifikasi,291,293,768,316,783,24,16,306.44,775.28
320,Tree - jenis belum teridentifikasi,776,824,759,854,792,31,34,839.73,775.46
321,Tree - jenis belum teridentifikasi,127,1224,770,1235,782,12,13,1229.59,775.92
322,Tree - jenis belum teridentifikasi,132,1091,768,1104,782,14,15,1097.08,775.19
323,Tree - jenis belum teridentifikasi,576,1357,768,1386,800,30,33,1370.61,779.65
324,Tree - jenis belum teridentifikasi,139,534,768,544,783,11,16,539.32,776.33
325,Tree - jenis belum teridentifikasi,61,1504,770,1511,782,8,13,1507.38,777.72
326,Tree - jenis belum teridentifikasi,87,602,775,614,786,13,12,607.48,780.4
327,Tree - jenis belum teridentifikasi,263,764,765,786,787,23,23,774.65,777.12
